TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-12-16 16:01:04
 Time  , DY+ , F2X+ , F2Y+ 
 S  , mm , kN , kN 
0.5599996 , -36.81676 , -99.93285 ,-2.35343437
0.5649996 , -36.82248 , -99.90996 ,-2.3756367000000003
0.5699996 , -36.82248 , -99.90996 ,-2.28682835
0.5749996 , -36.82821 , -99.88707 ,-2.30903068
0.5799996 , -36.82248 , -99.88707 ,-2.3312320399999997
0.5849996 , -36.82248 , -99.88707 ,-2.35343437
0.5899996 , -36.81104 , -99.93285 ,-2.3756367000000003
0.5949996 , -36.81104 , -99.88707 ,-2.35343437
0.5999996 , -36.82248 , -99.88707 ,-2.3756367000000003
0.6049996 , -36.82821 , -99.88707 ,-2.35343437
0.6099996 , -36.82248 , -99.86418 ,-2.3756367000000003
0.6149996 , -36.82248 , -99.86418 ,-2.30903068
0.6199996 , -36.81676 , -99.93285 ,-2.35343437
0.6249996 , -36.82248 , -99.86418 ,-2.3312320399999997
0.6299996 , -36.82248 , -99.88707 ,-2.3312320399999997
0.6349996 , -36.82248 , -99.88707 ,-2.42004136
0.6399996 , -36.82248 , -99.86418 ,-2.3756367000000003
0.6449996 , -36.82248 , -99.90996 ,-2.3978390299999996
0.6499996 , -36.82248 , -99.90996 ,-2.3756367000000003
0.6549996 , -36.82248 , -99.86418 ,-2.42004136
0.6599995 , -36.82248 , -99.93285 ,-2.3756367000000003
0.6649995 , -36.82821 , -99.88707 ,-2.3756367000000003
0.6699995 , -36.81676 , -99.86418 ,-2.3756367000000003
0.6749995 , -36.81676 , -99.90996 ,-2.3756367000000003
0.6799995 , -36.81676 , -99.95573 ,-2.3978390299999996
0.6849995 , -36.82248 , -99.86418 ,-2.3756367000000003
0.6899995 , -36.82248 , -99.88707 ,-2.42004136
0.6949995 , -36.82248 , -99.88707 ,-2.3756367000000003
0.6999995 , -36.82248 , -99.90996 ,-2.35343437
0.7049995 , -36.82248 , -99.88707 ,-2.3756367000000003
0.7099995 , -36.82821 , -99.90996 ,-2.3756367000000003
0.7149995 , -36.82248 , -99.84129 ,-2.42004136
0.7199995 , -36.82821 , -99.84129 ,-2.42004136
0.7249995 , -36.82248 , -99.88707 ,-2.42004136
0.7299995 , -36.82248 , -99.90996 ,-2.42004136
0.7349995 , -36.82821 , -99.86418 ,-2.42004136
0.7399995 , -36.81676 , -99.90996 ,-2.42004136
0.7449995 , -36.82248 , -99.88707 ,-2.42004136
0.7499995 , -36.82248 , -99.86418 ,-2.42004136
0.7549995 , -36.81676 , -99.86418 ,-2.35343437
0.7599995 , -36.82248 , -99.86418 ,-2.42004136
0.7649994 , -36.82248 , -99.88707 ,-2.42004136
0.7699994 , -36.81676 , -99.88707 ,-2.44224369
0.7749994 , -36.82821 , -99.90996 ,-2.3978390299999996
0.7799994 , -36.82248 , -99.88707 ,-2.44224369
0.7849994 , -36.82248 , -99.88707 ,-2.44224369
